ëŒã«é“,èÍïó,ã«êî,ñ{èÍ,ãüëı,é©ïó,éùÇøì_,ÉhÉâ,one,two,three,four,five,six,seven,eight,nine,ten,eleven,twelve,thirteen,ã«é˚éx,é˚éxîÕàÕ,ÉcÉÇ,ÉçÉì,ó¨ã«,ÉäÅ[É`,ÉäÅ[É`èÑñ⁄,ïõòI,É_É},ÉAÉKÉäèÑñ⁄,îN,åé,ì˙,ééçá
ëÍëÚ,ìÏ,2,0,0,ñk,32600,32,1,2,2,2,3,4,4,6,18,22,31,33,36,16000,2,1,,,,,3,,18,2020,10,26,2
îãå¥,ìÏ,2,0,0,ìå,17700,32,1,4,7,8,12,13,17,21,25,29,34,35,36,-8000,-2,1,,,,,2,,,2020,10,26,2
ç≤ÅXñÿ,ìÏ,2,0,0,ìÏ,23100,32,5,6,7,7,14,14,16,18,24,27,27,37,37,-4000,-2,1,,,,,,,,2020,10,26,2
êŒã¥,ìÏ,2,0,0,êº,26600,32,1,4,13,15,16,16,18,22,22,28,29,32,36,-4000,-2,1,,,,,,,,2020,10,26,2
ëÍëÚ,ìÏ,3,0,0,êº,48600,11,5,10,6,16,16,17,18,18,22,29,31,34,35,-2000,-1,1,,,,,,,,2020,10,26,2
îãå¥,ìÏ,3,0,0,ñk,9700,11,2,5,6,22,25,30,26,26,31,33,34,36,37,-2000,-1,1,,,,,,,,2020,10,26,2
ç≤ÅXñÿ,ìÏ,3,0,0,ìå,19100,11,9,16,18,21,23,23,24,28,32,33,34,35,35,-4000,-2,1,,,,,2,,,2020,10,26,2
êŒã¥,ìÏ,3,0,0,ìÏ,22600,11,2,3,3,4,5,#N/A,11,12,14,23,26,26,37,8000,2,1,,,1,5,,,10,2020,10,26,2
ëÍëÚ,ìÏ,4,0,0,ìÏ,46600,14,2,3,12,13,15,18,21,27,28,28,29,33,37,-5000,-2,1,,,1,9,,,,2020,10,26,2
îãå¥,ìÏ,4,0,0,êº,7700,14,4,8,11,14,16,17,24,25,27,29,31,34,35,-4000,-2,1,,,,,,,,2020,10,26,2
ç≤ÅXñÿ,ìÏ,4,0,0,ñk,15100,14,1,8,9,9,12,21,21,21,23,25,26,28,31,-5000,-2,1,,,1,13,,,,2020,10,26,2
êŒã¥,ìÏ,4,0,0,ìå,30600,14,2,3,4,5,14,14,17,22,26,32,32,33,35,14000,2,1,,,,,3,,14,2020,10,26,2
ëÍëÚ,ìÏ,4,1,0,ìÏ,41600,29,4,4,5,7,13,17,17,17,24,27,29,36,36,8300,2,1,,,,,1,,13,2020,10,26,2
îãå¥,ìÏ,4,1,0,êº,3700,29,2,2,5,11,14,16,19,23,23,31,31,33,34,-2100,-1,1,,,,,,,,2020,10,26,2
ç≤ÅXñÿ,ìÏ,4,1,0,ñk,10100,29,2,3,7,8,9,18,19,22,25,26,26,28,34,-2100,-1,1,,,,,,,,2020,10,26,2
êŒã¥,ìÏ,4,1,0,ìå,44600,29,1,5,6,7,13,14,22,24,25,30,26,31,34,-4100,-2,1,,,,,1,,,2020,10,26,2
ë∫è„,ìå,1,0,0,ìå,25000,36,1,4,7,8,13,14,14,15,19,22,26,31,34,5800,2,,1,,1,5,,,6,2020,10,27,1
ñx,ìå,1,0,0,ìÏ,25000,36,1,2,3,4,7,9,11,12,12,18,35,36,37,-5800,-2,,1,,,,1,,,2020,10,27,1
èºñ{,ìå,1,0,0,êº,25000,36,3,4,4,8,17,18,19,23,26,32,33,35,37,0,-1,,,,,,1,,,2020,10,27,1
òaãví√,ìå,1,0,0,ñk,25000,36,7,9,9,11,17,18,30,27,28,31,31,34,35,0,-1,,,,,,,,,2020,10,27,1
ë∫è„,ìå,1,1,0,ìå,30800,29,6,6,8,9,15,17,17,23,23,27,31,33,37,0,-1,,,,,,,,,2020,10,27,1
ñx,ìå,1,1,0,ìÏ,19200,29,2,3,9,14,17,22,26,27,29,31,32,35,35,8300,2,,1,,1,11,,,15,2020,10,27,1
èºñ{,ìå,1,1,0,êº,25000,29,1,2,6,11,13,15,16,25,26,27,31,34,37,0,-1,,,,,,,,,2020,10,27,1
òaãví√,ìå,1,1,0,ñk,25000,29,2,5,11,13,19,21,22,26,27,28,31,32,36,-8300,-2,,1,,,,,,,2020,10,27,1
ë∫è„,ìå,2,0,0,ñk,30800,21,5,5,6,7,7,12,14,15,19,21,22,28,36,-2000,-1,1,,,,,,,,2020,10,27,1
ñx,ìå,2,0,0,ìå,27500,21,1,1,2,5,13,14,17,18,21,23,24,32,37,-4000,-2,1,,,,,,,,2020,10,27,1
èºñ{,ìå,2,0,0,ìÏ,25000,21,4,6,6,9,11,12,22,23,24,25,29,31,33,8000,2,1,,,1,9,,,10,2020,10,27,1
òaãví√,ìå,2,0,0,êº,16700,21,1,2,7,8,8,8,11,17,22,23,33,34,36,-2000,-1,1,,,,,,,,2020,10,27,1
ë∫è„,ìå,3,0,0,êº,28800,21,2,6,7,7,8,11,14,17,19,23,24,32,33,16000,2,1,,,1,15,,,17,2020,10,27,1
ñx,ìå,3,0,0,ñk,23500,21,1,2,4,5,11,14,17,22,22,22,24,36,37,-4000,-2,1,,,,,1,,,2020,10,27,1
èºñ{,ìå,3,0,0,ìå,33000,21,1,3,6,6,8,9,15,15,20,17,19,29,35,-8000,-2,1,,,,,1,,,2020,10,27,1
òaãví√,ìå,3,0,0,ìÏ,14700,21,2,3,4,8,9,11,18,21,25,30,32,34,37,-4000,-2,1,,,,,1,,,2020,10,27,1
ë∫è„,ìå,4,0,0,ìÏ,44800,17,1,6,9,17,21,23,24,25,26,29,29,31,36,1300,1,,1,,,,,1,7,2020,10,27,1
ñx,ìå,4,0,0,êº,19500,17,7,9,9,9,12,16,19,22,24,32,33,35,37,0,-1,,,,,,,,,2020,10,27,1
èºñ{,ìå,4,0,0,ñk,25000,17,3,5,6,8,8,13,21,25,30,26,27,28,32,-1300,-1,,1,,,,,,,2020,10,27,1
òaãví√,ìå,4,0,0,ìå,10700,17,1,4,8,13,13,14,18,21,23,32,33,34,34,0,-1,,,,,,,,,2020,10,27,1
ë∫è„,ìÏ,1,0,0,ìå,46100,9,1,4,4,8,9,17,21,24,25,27,28,33,35,8800,2,1,,,1,10,,,17,2020,10,27,1
ñx,ìÏ,1,0,0,ìÏ,19500,9,1,9,12,20,18,23,24,30,28,29,32,35,36,-3600,-1,1,,,1,10,,,,2020,10,27,1
èºñ{,ìÏ,1,0,0,êº,23700,9,5,5,12,12,16,17,21,23,25,29,32,32,37,-2600,-1,1,,,,,,,,2020,10,27,1
òaãví√,ìÏ,1,0,0,ñk,10700,9,11,11,11,13,15,15,21,22,24,27,27,28,34,-2600,-1,1,,,,,,,,2020,10,27,1
ë∫è„,ìÏ,1,1,0,ìå,54900,35,1,4,9,12,14,14,18,19,21,26,26,27,37,-1500,-1,,,1,,,,,,2020,10,27,1
ñx,ìÏ,1,1,0,ìÏ,15900,35,2,4,7,7,8,9,11,11,12,14,17,26,37,-1500,-1,,,1,,,,,,2020,10,27,1
èºñ{,ìÏ,1,1,0,êº,21100,35,2,10,6,7,8,11,12,21,24,28,29,33,36,1500,1,,,1,,,,,,2020,10,27,1
òaãví√,ìÏ,1,1,0,ñk,8100,35,2,15,20,16,16,18,19,19,21,23,29,31,33,1500,1,,,1,,,3,,,2020,10,27,1
ë∫è„,ìÏ,2,2,0,ñk,53400,37,3,4,7,12,16,22,24,25,30,29,31,33,35,0,-1,,,,,,,,,2020,10,27,1
ñx,ìÏ,2,2,0,ìå,14400,37,1,1,2,2,8,8,14,14,25,26,32,35,37,-4500,-2,,1,,,,1,,,2020,10,27,1
èºñ{,ìÏ,2,2,0,ìÏ,22600,37,11,11,14,23,26,27,29,31,32,33,34,34,35,4500,1,,1,,,,2,,12,2020,10,27,1
òaãví√,ìÏ,2,2,0,êº,9600,37,3,5,7,8,8,11,13,22,24,26,28,36,37,0,-1,,,,,,,,,2020,10,27,1
ë∫è„,ìÏ,3,0,0,êº,53400,5,1,3,5,8,9,20,22,23,24,26,29,33,37,1000,1,,1,,,,,8,,2020,10,27,1
ñx,ìÏ,3,0,0,ñk,9900,5,2,4,5,6,7,13,14,17,24,25,32,35,35,-1000,-1,,1,,,,1,,,2020,10,27,1
èºñ{,ìÏ,3,0,0,ìå,27100,5,1,6,14,15,18,18,19,21,25,31,33,34,37,0,-1,,,,,,,,,2020,10,27,1
òaãví√,ìÏ,3,0,0,ìÏ,9600,5,6,11,14,17,19,22,24,26,26,27,32,36,37,0,-1,,,,,,,,,2020,10,27,1
ë∫è„,ìÏ,4,0,0,ìÏ,54400,26,6,7,9,11,15,16,19,22,23,24,29,29,34,5200,2,1,,,,,,1,8,2020,10,27,1
ñx,ìÏ,4,0,0,êº,8900,26,2,6,7,12,17,26,28,28,31,31,32,33,37,-1300,-1,1,,,,,,,,2020,10,27,1
èºñ{,ìÏ,4,0,0,ñk,27100,26,2,3,8,9,13,14,15,18,19,24,24,27,33,-1300,-1,1,,,,,,,,2020,10,27,1
òaãví√,ìÏ,4,0,0,ìå,9600,26,3,5,8,13,13,16,19,23,26,29,33,34,35,-2600,-1,1,,,,,,,,2020,10,27,1
ì˙å¸,ìå,1,0,0,ìå,25000,26,5,7,7,13,15,16,16,21,22,23,24,34,36,5800,2,,1,,1,9,,,9,2020,10,27,2
âÄìc,ìå,1,0,0,ìÏ,25000,26,2,10,11,12,18,19,21,23,25,29,29,31,33,0,-1,,,,,,1,,,2020,10,27,2
òaãví√,ìå,1,0,0,êº,25000,26,3,9,12,14,15,22,23,26,27,28,31,32,35,-5800,-2,,1,,,,,,,2020,10,27,2
ñx,ìå,1,0,0,ñk,25000,26,5,8,13,13,14,15,17,29,33,34,34,36,37,0,-1,,,,,,1,,,2020,10,27,2
ì˙å¸,ìå,1,1,0,ìå,30800,26,2,7,15,17,19,22,24,25,31,33,34,36,37,-6100,-2,1,,,,,,,,2020,10,27,2
âÄìc,ìå,1,1,0,ìÏ,25000,26,3,11,17,18,18,23,24,30,26,28,29,32,35,12300,2,1,,,,,1,,14,2020,10,27,2
òaãví√,ìå,1,1,0,êº,19200,26,6,7,12,12,14,14,15,16,22,27,29,34,36,-3100,-1,1,,,,,1,,,2020,10,27,2
ñx,ìå,1,1,0,ñk,25000,26,1,4,9,13,13,15,18,19,21,27,32,33,35,-3100,-1,1,,,,,,,,2020,10,27,2
ì˙å¸,ìå,2,0,0,ñk,24700,37,4,5,7,9,11,12,14,15,22,23,32,35,37,-1000,-1,,,1,,,,,,2020,10,27,2
âÄìc,ìå,2,0,0,ìå,37300,37,8,12,21,22,25,30,26,28,33,33,35,36,37,-1000,-1,,,1,,,1,,,2020,10,27,2
òaãví√,ìå,2,0,0,ìÏ,16100,37,1,4,6,8,13,17,17,18,19,24,27,28,37,3000,1,,,1,,,,,,2020,10,27,2
ñx,ìå,2,0,0,êº,21900,37,3,3,5,6,7,11,20,19,23,31,31,33,35,-1000,-1,,,1,,,,,,2020,10,27,2
ì˙å¸,ìå,3,1,0,êº,23700,18,5,6,8,9,11,12,13,13,16,18,21,22,31,-600,-1,1,,,,,,,,2020,10,27,2
âÄìc,ìå,3,1,0,ñk,36300,18,10,6,7,7,13,14,14,19,26,31,32,34,37,-600,-1,1,,,,,,,,2020,10,27,2
òaãví√,ìå,3,1,0,ìå,19100,18,1,2,6,6,8,9,15,16,19,22,26,32,36,1800,1,1,,,,,1,,11,2020,10,27,2
ñx,ìå,3,1,0,ìÏ,20900,18,1,3,5,9,11,19,23,23,25,27,27,29,37,-600,-1,1,,,,,,,,2020,10,27,2
ì˙å¸,ìå,3,2,0,êº,23100,33,10,6,8,13,13,14,17,25,25,27,32,34,37,8600,2,,1,,,,1,,11,2020,10,27,2
âÄìc,ìå,3,2,0,ñk,35700,33,1,5,7,14,16,18,18,19,28,29,32,34,37,0,-1,,,,,,,,,2020,10,27,2
òaãví√,ìå,3,2,0,ìå,20900,33,1,6,6,8,9,11,14,20,26,26,27,31,35,0,-1,,,,,,,,,2020,10,27,2
ñx,ìå,3,2,0,ìÏ,20300,33,2,9,12,15,16,19,21,23,24,24,26,28,37,-8600,-2,,1,,,,,,,2020,10,27,2
ì˙å¸,ìå,4,0,0,ìÏ,31700,25,3,4,6,6,7,8,15,17,21,22,29,32,35,0,-1,,,,,,,,,2020,10,27,2
âÄìc,ìå,4,0,0,êº,35700,25,1,3,7,8,18,22,23,23,24,30,29,36,37,0,-1,,,,,,,,,2020,10,27,2
òaãví√,ìå,4,0,0,ñk,20900,25,2,4,5,8,9,11,17,21,21,28,29,32,36,3600,1,,1,,,,,1,15,2020,10,27,2
ñx,ìå,4,0,0,ìå,11700,25,2,12,13,14,16,21,23,25,27,28,32,33,35,-3600,-1,,1,,1,6,,,,2020,10,27,2
ì˙å¸,ìÏ,1,0,0,ìå,31700,5,1,2,4,6,7,8,11,16,29,31,32,36,37,-2000,-1,,1,,,,2,,,2020,10,27,2
âÄìc,ìÏ,1,0,0,ìÏ,35700,5,2,6,8,13,18,19,23,25,25,27,28,32,33,2000,1,,1,,,,1,,11,2020,10,27,2
òaãví√,ìÏ,1,0,0,êº,24500,5,6,9,9,16,22,26,26,27,29,29,31,34,35,0,-1,,,,,,,,,2020,10,27,2
ñx,ìÏ,1,0,0,ñk,8100,5,3,5,10,7,11,13,15,22,23,24,28,28,35,0,-1,,,,,,,,,2020,10,27,2
ì˙å¸,ìÏ,2,0,0,ñk,29700,8,4,5,8,9,13,15,18,19,21,22,28,29,37,0,-1,,,,,,,,,2020,10,27,2
âÄìc,ìÏ,2,0,0,ìå,37700,8,1,6,13,17,18,22,23,27,28,31,34,34,35,-16000,-2,,1,,,,,,,2020,10,27,2
òaãví√,ìÏ,2,0,0,ìÏ,24500,8,1,1,7,12,12,25,28,31,32,32,35,35,37,0,-1,,,,,,2,,,2020,10,27,2
ñx,ìÏ,2,0,0,êº,8100,8,1,3,4,5,11,20,16,19,22,25,28,34,36,16000,2,,1,,1,11,,,11,2020,10,27,2
ì˙å¸,ìÏ,3,0,0,êº,29700,32,1,1,10,7,8,14,17,#N/A,18,21,32,33,35,9000,2,1,,,,,1,,15,2020,10,27,2
âÄìc,ìÏ,3,0,0,ñk,21700,32,1,2,3,7,11,12,12,13,17,23,26,27,29,-3000,-1,1,,,1,13,,,,2020,10,27,2
òaãví√,ìÏ,3,0,0,ìå,24500,32,4,6,8,13,17,21,22,23,26,27,28,29,29,-4000,-2,1,,,,,,,,2020,10,27,2
ñx,ìÏ,3,0,0,ìÏ,24100,32,3,4,9,12,13,16,23,24,30,29,31,33,34,-2000,-1,1,,,,,1,,,2020,10,27,2
ì˙å¸,ìÏ,4,0,0,ìÏ,38700,5,8,8,13,14,15,17,22,24,30,26,33,37,37,2000,1,,1,,,,1,,6,2020,10,27,2
âÄìc,ìÏ,4,0,0,êº,18700,5,3,5,8,9,13,16,16,18,18,23,31,35,36,-2000,-1,,1,,,,,,,2020,10,27,2
òaãví√,ìÏ,4,0,0,ñk,20500,5,1,2,3,6,19,19,23,23,25,26,26,29,31,0,-1,,,,,,,,,2020,10,27,2
ñx,ìÏ,4,0,0,ìå,22100,5,1,4,6,7,7,14,15,17,21,25,27,34,37,0,-1,,,,,,,,,2020,10,27,2
â™ìc,ìå,1,0,0,ìå,25000,25,2,6,12,18,19,19,24,25,25,26,28,29,32,6800,2,,1,,1,9,,,12,2020,10,29,1
ãﬂì°,ìå,1,0,0,ìÏ,25000,25,1,7,7,8,9,12,20,17,22,31,32,36,36,0,-1,,,,,,,,,2020,10,29,1
ê£åÀåF,ìå,1,0,0,êº,25000,25,4,4,10,6,13,14,16,17,19,21,22,29,29,-6800,-2,,1,,1,5,,,,2020,10,29,1
èüñî,ìå,1,0,0,ñk,25000,25,1,5,6,9,9,11,17,25,26,27,33,34,35,0,-1,,,,,,,,,2020,10,29,1
â™ìc,ìå,1,1,0,ìå,31800,24,2,4,7,9,9,11,12,14,29,31,32,32,34,-1600,-1,,1,,,,,,,2020,10,29,1
ãﬂì°,ìå,1,1,0,ìÏ,25000,24,3,3,11,12,12,15,21,23,30,27,33,34,35,0,-1,,,,,,,,,2020,10,29,1
ê£åÀåF,ìå,1,1,0,êº,18200,24,4,8,15,15,17,17,21,21,25,26,27,28,28,1600,1,,1,,,,,1,9,2020,10,29,1
èüñî,ìå,1,1,0,ñk,25000,24,1,6,9,12,17,17,18,22,26,29,34,36,37,0,-1,,,,,,,,,2020,10,29,1
â™ìc,ìå,2,0,0,ñk,30200,21,4,4,8,9,11,13,14,14,15,17,24,26,31,-500,-1,1,,,,,,,,2020,10,29,1
ãﬂì°,ìå,2,0,0,ìå,25000,21,2,2,3,11,16,22,23,24,25,26,31,32,34,-1000,-1,1,,,,,,,,2020,10,29,1
ê£åÀåF,ìå,2,0,0,ìÏ,19800,21,3,10,6,7,8,13,16,17,18,22,29,32,33,-500,-1,1,,,,,,,,2020,10,29,1
èüñî,ìå,2,0,0,êº,25000,21,1,2,3,5,7,15,16,18,25,27,34,35,37,2000,1,1,,,1,8,,,13,2020,10,29,1
â™ìc,ìå,3,0,0,êº,29700,35,7,11,12,14,16,19,22,22,23,25,30,26,36,0,-1,,,1,,,,,,2020,10,29,1
ãﬂì°,ìå,3,0,0,ñk,24000,35,2,8,11,14,18,24,29,31,31,32,32,33,35,0,-1,,,1,,,,,,2020,10,29,1
ê£åÀåF,ìå,3,0,0,ìå,19300,35,1,5,9,13,13,21,22,28,28,31,34,37,37,0,-1,,,1,,,1,,,2020,10,29,1
èüñî,ìå,3,0,0,ìÏ,27000,35,1,2,3,6,8,9,9,15,19,27,29,31,32,0,-1,,,1,,,1,,,2020,10,29,1
â™ìc,ìå,4,1,0,ìÏ,29700,13,4,13,13,14,14,16,17,21,22,22,29,34,35,4200,1,,1,,,,1,,11,2020,10,29,1
ãﬂì°,ìå,4,1,0,êº,24000,13,1,5,6,8,11,14,16,18,25,26,26,27,34,-4200,-2,,1,,,,,,,2020,10,29,1
ê£åÀåF,ìå,4,1,0,ñk,19300,13,7,11,12,19,19,23,23,24,30,26,31,32,35,0,-1,,,,,,,,,2020,10,29,1
èüñî,ìå,4,1,0,ìå,27000,13,4,4,4,9,9,11,12,17,18,29,33,33,36,0,-1,,,,,,,,,2020,10,29,1
â™ìc,ìÏ,1,0,0,ìå,33900,33,3,4,8,8,23,26,27,28,33,33,34,35,35,3000,1,,,1,,,1,,,2020,10,29,1
ãﬂì°,ìÏ,1,0,0,ìÏ,19800,33,3,5,5,9,12,13,21,21,22,22,25,26,33,-1000,-1,,,1,,,,,,2020,10,29,1
ê£åÀåF,ìÏ,1,0,0,êº,19300,33,1,2,4,5,13,15,18,19,23,24,29,34,36,-1000,-1,,,1,,,,,,2020,10,29,1
èüñî,ìÏ,1,0,0,ñk,27000,33,2,10,6,12,17,22,27,29,32,33,36,37,37,-1000,-1,,,1,,,,,,2020,10,29,1
â™ìc,ìÏ,1,1,0,ìå,36900,16,4,10,8,15,21,22,25,26,33,33,34,35,37,500,1,,,1,1,15,,,,2020,10,29,1
ãﬂì°,ìÏ,1,1,0,ìÏ,18800,16,4,8,14,16,18,19,22,23,24,25,26,29,31,-1500,-1,,,1,,,,,,2020,10,29,1
ê£åÀåF,ìÏ,1,1,0,êº,18300,16,1,1,2,5,7,7,11,13,20,16,21,33,37,-1500,-1,,,1,,,,,,2020,10,29,1
èüñî,ìÏ,1,1,0,ñk,26000,16,1,8,8,13,14,26,27,28,31,31,31,32,32,1500,1,,,1,,,1,,,2020,10,29,1
â™ìc,ìÏ,1,2,1,ìå,37400,23,3,5,10,6,9,9,15,16,18,24,28,36,36,-4200,-2,1,,,,,,,,2020,10,29,1
ãﬂì°,ìÏ,1,2,1,ìÏ,17300,23,2,3,4,11,17,19,22,22,24,30,28,29,34,9600,2,1,,,1,3,,,14,2020,10,29,1
ê£åÀåF,ìÏ,1,2,1,êº,16800,23,3,6,7,8,14,21,24,26,26,32,35,36,37,-2200,-1,1,,,,,,,,2020,10,29,1
èüñî,ìÏ,1,2,1,ñk,27500,23,1,2,3,7,14,14,21,22,25,29,33,35,37,-2200,-1,1,,,,,,,,2020,10,29,1
â™ìc,ìÏ,2,0,0,ñk,33200,34,3,14,15,16,21,22,24,25,25,32,32,32,37,1000,1,,1,,,,1,,11,2020,10,29,1
ãﬂì°,ìÏ,2,0,0,ìå,26900,34,6,9,9,12,16,21,23,26,28,28,31,35,37,0,-1,,,,,,,,,2020,10,29,1
ê£åÀåF,ìÏ,2,0,0,ìÏ,14600,34,4,5,7,13,14,17,18,21,22,24,29,33,37,-1000,-1,,1,,,,,,,2020,10,29,1
èüñî,ìÏ,2,0,0,êº,25300,34,1,2,2,4,8,13,14,22,32,33,33,35,36,0,-1,,,,,,,,,2020,10,29,1
â™ìc,ìÏ,3,0,0,êº,34200,36,1,3,5,6,6,11,14,17,28,29,32,33,37,0,-1,,,,,,,,,2020,10,29,1
ãﬂì°,ìÏ,3,0,0,ñk,26900,36,2,3,9,15,17,18,25,25,26,26,28,32,36,-5800,-2,,1,,,,,,,2020,10,29,1
ê£åÀåF,ìÏ,3,0,0,ìå,13600,36,1,3,7,12,13,14,15,22,23,24,30,31,33,5800,2,,1,,1,6,,,16,2020,10,29,1
èüñî,ìÏ,3,0,0,ìÏ,25300,36,4,4,11,13,20,16,16,18,19,23,27,34,37,0,-1,,,,,,,,,2020,10,29,1
â™ìc,ìÏ,3,1,0,êº,34200,21,1,3,3,4,#N/A,9,12,12,21,23,32,37,37,0,-1,,,,,,2,,,2020,10,29,1
ãﬂì°,ìÏ,3,1,0,ñk,21100,21,5,8,13,13,20,16,22,24,26,31,32,34,36,0,-1,,,,,,,,,2020,10,29,1
ê£åÀåF,ìÏ,3,1,0,ìå,19400,21,6,7,11,14,16,16,17,22,23,24,29,33,35,13300,2,,1,,1,8,,,11,2020,10,29,1
èüñî,ìÏ,3,1,0,ìÏ,25300,21,1,4,5,7,8,9,12,21,25,28,28,33,35,-13300,-2,,1,,1,6,,,,2020,10,29,1
â™ìc,ìÏ,3,2,0,êº,34200,24,5,5,6,7,8,11,12,17,26,27,34,36,37,0,-1,,,,,,,,,2020,10,29,1
ãﬂì°,ìÏ,3,2,0,ñk,21100,24,10,6,13,20,16,17,21,22,23,25,25,27,29,-9600,-2,,,,1,4,,,,2020,10,29,1
ê£åÀåF,ìÏ,3,2,0,ìå,32700,24,1,7,9,9,11,14,14,15,16,17,24,28,35,0,-1,,,,,,,,,2020,10,29,1
èüñî,ìÏ,3,2,0,ìÏ,12000,24,3,5,8,9,14,18,18,19,19,19,28,28,32,9600,2,,,,1,9,1,,13,2020,10,29,1
â™ìc,ìÏ,4,0,0,ìÏ,34200,31,1,2,6,7,7,9,9,11,19,22,25,32,35,-1500,-1,,,1,,,1,,,2020,10,29,1
ãﬂì°,ìÏ,4,0,0,êº,11500,31,3,4,9,20,22,24,25,26,29,32,32,34,37,-1500,-1,,,1,,,,,,2020,10,29,1
ê£åÀåF,ìÏ,4,0,0,ñk,32700,31,2,3,6,9,11,12,13,19,22,26,27,27,29,1500,1,,,1,,,,,,2020,10,29,1
èüñî,ìÏ,4,0,0,ìå,21600,31,6,7,12,15,18,21,23,26,28,31,31,33,36,500,1,,,1,1,6,,,,2020,10,29,1
ãõíJ,ìå,1,0,0,ìå,25000,5,1,6,7,8,9,12,14,24,25,28,28,35,36,3900,1,,1,,1,7,,,14,2020,10,29,2
ìÒäKì∞,ìå,1,0,0,ìÏ,25000,5,4,9,13,15,18,18,19,21,23,23,26,28,29,0,-1,,,,,,,,,2020,10,29,2
ëÚçË,ìå,1,0,0,êº,25000,5,1,13,15,16,19,22,25,27,33,34,34,35,37,0,-1,,,,,,,,,2020,10,29,2
çïëÚ,ìå,1,0,0,ñk,25000,5,1,2,3,5,7,8,13,16,24,34,34,36,37,-3900,-1,,1,,,,,,,2020,10,29,2
ãõíJ,ìå,1,1,0,ìå,28900,16,1,12,13,16,19,19,21,24,30,27,29,29,33,1500,1,,,1,,,,,,2020,10,29,2
ìÒäKì∞,ìå,1,1,0,ìÏ,28900,16,4,10,6,9,18,21,24,25,26,31,31,32,32,500,1,,,1,1,6,,,,2020,10,29,2
ëÚçË,ìå,1,1,0,êº,28900,16,1,11,12,12,14,14,18,26,26,32,32,35,37,-1500,-1,,,1,,,1,,,2020,10,29,2
çïëÚ,ìå,1,1,0,ñk,28900,16,4,5,8,9,13,17,17,18,23,24,35,36,36,-1500,-1,,,1,,,,,,2020,10,29,2
ãõíJ,ìå,1,2,1,ìå,30400,37,3,8,9,17,17,19,23,23,25,27,27,31,37,13600,2,1,,,1,8,,,13,2020,10,29,2
ìÒäKì∞,ìå,1,2,1,ìÏ,25500,37,7,11,12,14,17,18,19,26,26,28,31,34,37,-4200,-2,1,,,,,,,,2020,10,29,2
ëÚçË,ìå,1,2,1,êº,23500,37,1,4,7,13,19,21,27,29,32,32,33,34,37,-4200,-2,1,,,,,,,,2020,10,29,2
çïëÚ,ìå,1,2,1,ñk,19600,37,3,5,6,8,12,16,22,22,24,27,28,33,35,-4200,-2,1,,,,,,,,2020,10,29,2
ãõíJ,ìå,1,3,0,ìå,44000,26,11,11,15,16,16,18,18,26,26,29,31,32,33,-4300,-2,1,,,,,,,,2020,10,29,2
ìÒäKì∞,ìå,1,3,0,ìÏ,21300,26,3,7,12,22,23,24,25,31,31,33,35,35,36,8900,2,1,,,,,1,,14,2020,10,29,2
ëÚçË,ìå,1,3,0,êº,19300,26,1,1,3,5,6,7,9,9,11,14,15,23,27,-2300,-1,1,,,,,,,,2020,10,29,2
çïëÚ,ìå,1,3,0,ñk,15400,26,2,5,6,9,9,21,23,25,26,28,29,34,35,-2300,-1,1,,,,,,,,2020,10,29,2
ãõíJ,ìå,2,0,0,ñk,39700,23,1,4,4,9,9,14,17,19,23,24,31,33,36,3000,1,,,1,,,,,,2020,10,29,2
ìÒäKì∞,ìå,2,0,0,ìå,30200,23,1,3,3,8,11,13,14,16,23,27,31,32,33,-1000,-1,,,1,,,,,,2020,10,29,2
ëÚçË,ìå,2,0,0,ìÏ,17000,23,1,8,12,13,16,21,24,25,26,27,27,32,36,-1000,-1,,,1,,,,,,2020,10,29,2
çïëÚ,ìå,2,0,0,êº,13100,23,2,5,5,6,7,12,16,21,22,23,30,26,35,-1000,-1,,,1,,,,,,2020,10,29,2
ãõíJ,ìå,3,1,0,êº,42700,16,3,12,16,18,23,25,26,27,31,33,34,36,37,2900,1,,1,,,,,1,16,2020,10,29,2
ìÒäKì∞,ìå,3,1,0,ñk,29200,16,3,5,5,6,8,8,11,12,12,12,19,28,32,0,-1,,,,,,,,,2020,10,29,2
ëÚçË,ìå,3,1,0,ìå,16000,16,6,7,11,13,14,21,24,26,27,28,32,35,36,0,-1,,,,,,,,,2020,10,29,2
çïëÚ,ìå,3,1,0,ìÏ,12100,16,4,10,6,7,7,16,18,21,23,32,32,33,37,-2900,-1,,1,,,,,,,2020,10,29,2
ãõíJ,ìå,4,0,0,ìÏ,45600,22,3,4,6,7,8,11,13,14,14,18,24,28,33,-12000,-2,,1,,,,,,,2020,10,29,2
ìÒäKì∞,ìå,4,0,0,êº,29200,22,6,11,15,17,19,21,23,23,26,28,28,31,33,0,-1,,,,,,,,,2020,10,29,2
ëÚçË,ìå,4,0,0,ñk,16000,22,1,3,6,8,9,12,17,21,28,32,35,36,37,0,-1,,,,,,,,,2020,10,29,2
çïëÚ,ìå,4,0,0,ìå,9200,22,4,5,5,12,15,20,17,21,23,25,25,26,29,12000,2,,1,,1,5,,,7,2020,10,29,2
ãõíJ,ìå,4,1,0,ìÏ,33600,7,4,6,11,12,18,19,21,23,26,27,31,31,33,-1500,-1,,,1,,,,,,2020,10,29,2
